"char";"storage";"item";"quantity"
"Saberlxix";"wardrobe2";"Ace's Leggings";"1"
"Saberlxix";"wardrobe2";"Deathbane";"1"
"Saberlxix";"wardrobe2";"Redan Gloves";"1"
"Saberlxix";"wardrobe2";"Opo-opo Necklace";"1"
"Saberlxix";"wardrobe2";"Councilor's Garb";"1"
"Saberlxix";"wardrobe2";"Behemoth Suit +1";"1"
"Saberlxix";"wardrobe2";"Flagellant's Rope";"1"
"Saberlxix";"wardrobe2";"Fencing Degen";"1"
"Saberlxix";"wardrobe2";"Voay Staff -1";"1"
"Saberlxix";"wardrobe2";"Decennial Hose +1";"1"
"Saberlxix";"wardrobe2";"Kheshig Blade";"1"
"Saberlxix";"wardrobe2";"Hannibal's Sword";"1"
"Saberlxix";"wardrobe2";"Hume Vest";"1"
"Saberlxix";"wardrobe2";"Tavnazian Ring";"1"
"Saberlxix";"wardrobe2";"Choco. Shield +1";"1"
"Saberlxix";"wardrobe2";"Bond Cape";"1"
"Saberlxix";"wardrobe2";"Shoal Maillot +1";"1"
"Saberlxix";"wardrobe2";"Behe. Masque +1";"1"
"Saberlxix";"wardrobe2";"Hume F Boots";"1"
"Saberlxix";"wardrobe2";"Crow Jupon";"1"
"Saberlxix";"wardrobe2";"Nusku Shield";"1"
"Saberlxix";"wardrobe2";"Excalipoor";"1"
"Saberlxix";"wardrobe2";"Crow Gaiters";"1"
"Saberlxix";"wardrobe2";"Nashira Gages";"1"
"Saberlxix";"wardrobe2";"Decennial Dress +1";"1"
"Saberlxix";"wardrobe2";"Crow Beret";"1"
"Saberlxix";"wardrobe2";"Tanmogayi";"1"
"Saberlxix";"wardrobe2";"Moogle Guard";"1"
"Saberlxix";"wardrobe2";"Nashira Crackows";"1"
"Saberlxix";"wardrobe2";"Voay Sword -1";"1"
"Saberlxix";"wardrobe2";"Stanch Cuisses";"1"
"Saberlxix";"wardrobe2";"Chocobo Shield";"1"
"Saberlxix";"wardrobe2";"Ichigohitofuri";"1"
"Saberlxix";"wardrobe2";"Estq. Fuseau";"1"
"Saberlxix";"wardrobe2";"Bastokan Ring";"1"
"Saberlxix";"wardrobe2";"Stumbling Sandals";"1"
"Saberlxix";"wardrobe2";"Kiikanemitsu";"1"
"Saberlxix";"wardrobe2";"Rep.Bronze Medal";"1"
"Saberlxix";"wardrobe2";"Impassive Mantle";"1"
"Saberlxix";"wardrobe2";"Moogle Guard +1";"1"
"Saberlxix";"wardrobe2";"Eminent Gun";"1"
"Saberlxix";"wardrobe2";"Bronze Mog. Belt";"1"
"Saberlxix";"wardrobe2";"Silver Mog. Belt";"1"
"Saberlxix";"wardrobe2";"Zuuxowu Grip";"1"
"Saberlxix";"wardrobe2";"Hume F Gloves";"1"
"Saberlxix";"wardrobe2";"Eidolon Pendant +1";"1"
"Saberlxix";"wardrobe2";"Nashira Turban";"1"
"Saberlxix";"wardrobe3";"Wakido Kote";"1"
"Saberlxix";"wardrobe3";"Orvail Souliers +1";"1"
"Saberlxix";"wardrobe3";"Arbatel Earring";"1"
"Saberlxix";"wardrobe3";"Buquwik Cape";"1"
"Saberlxix";"wardrobe3";"Orvail Cuffs +1";"1"
"Saberlxix";"wardrobe3";"Shadow Mantle";"1"
"Saberlxix";"wardrobe3";"Custom Top +1";"1"
"Saberlxix";"wardrobe3";"Dcl.Grd. Ring";"1"
"Saberlxix";"wardrobe3";"Nexus Cape";"1"
"Saberlxix";"wardrobe3";"Onimusha-no-Kote";"1"
"Saberlxix";"wardrobe3";"Bolelabunga";"1"
"Saberlxix";"wardrobe3";"Ygnas's Resolve +1";"1"
"Saberlxix";"wardrobe3";"Caliber Ring";"1"
"Saberlxix";"wardrobe3";"Aptitude Mantle +1";"1"
"Saberlxix";"wardrobe3";"Kladenets";"1"
"Saberlxix";"wardrobe3";"Rajas Ring";"1"
"Saberlxix";"wardrobe3";"Melee Gloves";"1"
"Saberlxix";"wardrobe3";"Fullmetal Bullet";"1"
"Saberlxix";"wardrobe3";"Quauhpilli Gloves";"1"
"Saberlxix";"wardrobe3";"Chaac Belt";"1"
"Saberlxix";"wardrobe3";"Onca Suit";"1"
"Saberlxix";"wardrobe3";"Carbon Fish. Rod";"1"
"Saberlxix";"wardrobe3";"Councilor's Cuffs";"1"
"Saberlxix";"wardrobe3";"Griffon Ring";"1"
"Saberlxix";"wardrobe3";"Myochin Domaru";"1"
"Saberlxix";"wardrobe3";"Saotome Domaru";"1"
"Saberlxix";"wardrobe3";"Saotome Kabuto";"1"
"Saberlxix";"wardrobe3";"Return Ring";"1"
"Saberlxix";"wardrobe3";"Acuity Belt +1";"1"
"Saberlxix";"wardrobe3";"Warp Ring";"1"
"Saberlxix";"wardrobe3";"Kumbira Cape";"1"
"Saberlxix";"wardrobe3";"Ram Staff";"1"
"Saberlxix";"wardrobe3";"Lehbrailg +2";"1"
"Saberlxix";"wardrobe3";"Kasuga Earring";"2"
"Saberlxix";"wardrobe3";"Orvail Pants +1";"1"
"Saberlxix";"wardrobe3";"Fili Earring +1";"1"
"Saberlxix";"wardrobe3";"Altep Ring";"1"
"Saberlxix";"wardrobe3";"Mantoptera Eye";"1"
"Saberlxix";"wardrobe3";"Myochin Kabuto";"1"
"Saberlxix";"wardrobe3";"Myochin Sune-Ate";"1"
"Saberlxix";"wardrobe3";"Orvail Robe +1";"1"
"Saberlxix";"wardrobe3";"Myochin Haidate";"1"
"Saberlxix";"wardrobe3";"Qalgwer";"1"
"Saberlxix";"wardrobe3";"Usonmunku";"1"
"Saberlxix";"wardrobe3";"Caro Necklace";"1"
"Saberlxix";"wardrobe3";"Chev. Earring";"2"
"Saberlxix";"wardrobe3";"Skulker's Earring";"1"
"Saberlxix";"wardrobe3";"Echad Ring";"1"
"Saberlxix";"wardrobe3";"Emperor Band";"1"
"Saberlxix";"wardrobe3";"Facility Ring";"1"
"Saberlxix";"wardrobe3";"Sao. Koshi-Ate";"1"
"Saberlxix";"wardrobe3";"Kunaji Ring";"1"
"Saberlxix";"wardrobe3";"Scuff. Cosciales";"1"
"Saberlxix";"slip 06";"Cleric's Belt";"1"
"Saberlxix";"slip 06";"Mirage Keffiyeh";"1"
"Saberlxix";"slip 06";"Melee Crown";"1"
"Saberlxix";"slip 06";"Duelist's Belt";"1"
"Saberlxix";"slip 06";"Summoner's Brcr.";"1"
"Saberlxix";"slip 06";"Warrior's Calligae";"1"
"Saberlxix";"slip 06";"Sorcerer's Petas.";"1"
"Saberlxix";"slip 06";"Wyrm Belt";"1"
"Saberlxix";"slip 06";"Etoile Tiara";"1"
"Saberlxix";"slip 06";"Summoner's Dblt.";"1"
"Saberlxix";"slip 06";"Abyss Flanchard";"1"
"Saberlxix";"slip 06";"Etoile Casaque";"1"
"Saberlxix";"slip 06";"Assassin's Cape";"1"
"Saberlxix";"slip 06";"Scout's Belt";"1"
"Saberlxix";"slip 06";"Abyss Sollerets";"1"
"Saberlxix";"slip 06";"Abyss Cape";"1"
"Saberlxix";"slip 06";"Valor Gauntlets";"1"
"Saberlxix";"slip 06";"Assassin's Pouln.";"1"
"Saberlxix";"slip 06";"Summoner's Horn";"1"
"Saberlxix";"slip 06";"Argute Belt";"1"
"Saberlxix";"slip 06";"Argute Pants";"1"
"Saberlxix";"slip 06";"Pantin Cape";"1"
"Saberlxix";"slip 06";"Comm. Bottes";"1"
"Saberlxix";"slip 06";"Commodore Belt";"1"
"Saberlxix";"slip 06";"Commodore Frac";"1"
"Saberlxix";"slip 06";"Sorcerer's Tonban";"1"
"Saberlxix";"slip 06";"Wyrm Brais";"1"
"Saberlxix";"slip 06";"Monster Jackcoat";"1"
"Saberlxix";"slip 06";"Summoner's Pgch.";"1"
"Saberlxix";"slip 06";"Melee Gaiters";"1"
"Saberlxix";"slip 06";"Valor Leggings";"1"
"Saberlxix";"slip 06";"Valor Coronet";"1"
"Saberlxix";"slip 06";"Mirage Shalwar";"1"
"Saberlxix";"slip 06";"Melee Hose";"1"
"Saberlxix";"slip 06";"Melee Cape";"1"
"Saberlxix";"slip 06";"Summoner's Spats";"1"
"Saberlxix";"slip 06";"Valor Surcoat";"1"
"Saberlxix";"slip 06";"Duelist's Tights";"1"
"Saberlxix";"slip 06";"Assassin's Armlets";"1"
